Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
hypertension,Clonidine,On Label,RX,16 Reviews,4.58,4.75,4.17,"
					This medication is used alone or with other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 1 Box, 4 patch weekly each of the generic (clonidine) is $173.99. You can buy clonidine at the discounted price of $104.42 by using the WebMDRx coupon, a savings of 40%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Propranolol,On Label,RX,16 Reviews,3.86,5.00,3.29,"
					 This is a generic drug. The average cash price for 60 Tablet(s), 20mg  each, is $81.99. You can buy propranolol hcl at the discounted price of $16.49 by using the WebMDRx coupon, a savings of 80%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Isradipine,On Label,RX,15 Reviews,4.29,4.29,3.29,"
					Isradipine is used with or without other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 60 Capsule(s), 2.5mg  each, is $79.99. You can buy isradipine at the discounted price of $38.69 by using the WebMDRx coupon, a savings of 52%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Torsemide,On Label,RX,15 Reviews,3.17,3.00,2.67,"
					Torsemide is used to reduce extra fluid in the body (edema) caused by conditions such as heart failure, liver disease, and kidney disease. This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (torsemide) is $25.99. You can buy torsemide at the discounted price of $13.76 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Amlodipine-Valsartan,On Label,RX,15 Reviews,4.00,4.20,3.47,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 5-160mg each of the generic (amlodipine besylate-valsartan) is $143.99. You can buy amlodipine besylate-valsartan at the discounted price of $74.14 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Diltiazem Hcl,On Label,RX,13 Reviews,2.20,4.40,2.40,"
					Diltiazem is used to treat high blood pressure (hypertension) and prevent chest pain (angina). This is a generic drug. You can buy diltiazem hcl er coated beads at the discounted price of $13.49 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Atenolol-Chlorthalidone,On Label,RX,13 Reviews,3.67,4.42,3.25,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 50-25mg each of the generic (atenolol-chlorthalidone) is $46.81. You can buy atenolol-chlorthalidone at the discounted price of $13.76 by using the WebMDRx coupon, a savings of 71%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Candesartan,On Label,RX,13 Reviews,4.00,4.27,3.36,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 16mg each of the generic (candesartan cilexetil) is $126.99. You can buy candesartan cilexetil at the discounted price of $43.00 by using the WebMDRx coupon, a savings of 66%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Acebutolol,On Label,RX,12 Reviews,3.50,4.25,4.00,"
					Acebutolol is used to treat high blood pressure and irregular heartbeat (arrhythmia). This is a generic drug. The average cash price for 30 Capsule(s), 200mg each of the generic (acebutolol hcl) is $24.49. You can buy acebutolol hcl at the discounted price of $16.03 by using the WebMDRx coupon, a savings of 35%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Ethacrynic Acid,Off Label,RX,12 Reviews,4.33,4.00,3.00,"
					Ethacrynic acid is a ""water pill"" (diuretic) that works in your kidneys to increase the amount of urine you make. This is a generic drug. The average cash price for 4 Tablet(s), 25mg each of the generic (ethacrynic acid) is $94.99. You can buy ethacrynic acid at the discounted price of $54.23 by using the WebMDRx coupon, a savings of 43%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Clonidine,On Label,RX,12 Reviews,4.00,3.67,3.50,"
					This medication is used alone or with other medications to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 1 Box, 4 patch weekly each of the generic (clonidine) is $173.99. You can buy clonidine at the discounted price of $104.42 by using the WebMDRx coupon, a savings of 40%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Atenolol-Chlorthalidone,On Label,RX,12 Reviews,3.92,4.50,2.67,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 50-25mg each of the generic (atenolol-chlorthalidone) is $46.81. You can buy atenolol-chlorthalidone at the discounted price of $13.76 by using the WebMDRx coupon, a savings of 71%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Hydralazine,On Label,RX,12 Reviews,2.00,1.64,1.82,"
					Hydralazine is used with or without other medications to treat high blood pressure. This is a generic drug. You can buy hydralazine hcl at the discounted price of $9.88 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Eplerenone,On Label,RX,12 Reviews,3.33,4.00,3.11,"
					This medication is used alone or in combination with other medicines to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 25mg each of the generic (eplerenone) is $119.99. You can buy eplerenone at the discounted price of $58.54 by using the WebMDRx coupon, a savings of 51%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Propranolol-Hydrochlorothiazid,On Label,RX,11 Reviews,3.57,4.14,3.29,"
					This product is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 40-25mg  each, is $39.29. You can buy propranolol-hctz at the discounted price of $33.19 by using the WebMDRx coupon, a savings of 16%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Quinapril-Hydrochlorothiazide,On Label,RX,11 Reviews,4.00,4.22,3.22,"
					This product is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 20-12.5mg each of the generic (quinapril-hydrochlorothiazide) is $72.99. You can buy quinapril-hydrochlorothiazide at the discounted price of $22.04 by using the WebMDRx coupon, a savings of 70%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Metolazone,On Label,RX,11 Reviews,3.20,3.40,2.20,"
					Metolazone is a ""water pill"" (diuretic) that increases the amount of urine you make, which causes your body to get rid of excess water. This is a generic drug. You can buy metolazone at the discounted price of $34.81 by using the WebMDRx coupon. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Clonidine Hcl,Off Label,RX,10 Reviews,3.67,4.83,3.00,"
					 This is a generic drug. The average cash price for 30 Tablet Extended Release 12 Hour(s), 0.1mg each of the generic (clonidine hcl er) is $122.99. You can buy clonidine hcl er at the discounted price of $62.50 by using the WebMDRx coupon, a savings of 49%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Telmisartan-Hydrochlorothiazid,On Label,RX,10 Reviews,3.20,3.10,3.00,"
					This medication is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 80-25mg each of the generic (telmisartan-hctz) is $132.70. You can buy telmisartan-hctz at the discounted price of $56.49 by using the WebMDRx coupon, a savings of 57%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Fosinopril,On Label,RX,9 Reviews,4.56,4.67,4.22,"
					Fosinopril is used to treat high blood pressure (hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 20mg  each, is $34.59. You can buy fosinopril sodium at the discounted price of $30.92 by using the WebMDRx coupon, a savings of 11%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Perindopril Erbumine,On Label,RX,9 Reviews,4.13,4.25,4.13,"
					Perindopril is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 4mg each of the generic (perindopril erbumine) is $54.99. You can buy perindopril erbumine at the discounted price of $34.03 by using the WebMDRx coupon, a savings of 38%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
hypertension,Betaxolol,On Label,RX,9 Reviews,5.00,5.00,5.00,"
					This medication is used alone or with other medications to treat high pressure inside the eye due to glaucoma (open-angle type) or other eye diseases (e.g., ocular hypertension). This is a generic drug. The average cash price for 30 Tablet(s), 10mg  each, is $45.49. You can buy betaxolol hcl at the discounted price of $21.48 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
